Value,attempts,intercepted,susceptible,secure
0.48,2522,0,0,0.48
0.57,2523,0,0.57,0
0.49,2524,0,0,0.49
0.46,2525,0,0,0.46
0.51,2526,0,0.51,0
0.48,2527,0,0,0.48
0.47,2528,0,0,0.47
0.47,2529,0,0,0.47
0.55,2530,0,0.55,0
0.43,2531,0,0,0.43
0.5,2532,0,0.5,0
0.52,2533,0,0.52,0
0.58,2534,0,0.58,0
0.54,2535,0,0.54,0
0.47,2536,0,0,0.47
0.45,2537,0,0,0.45
0.48,2538,0,0,0.48
0.53,2539,0,0.53,0
0.55,2540,0,0.55,0
0.56,2541,0,0.56,0
0.47,2542,0,0,0.47
0.47,2543,0,0,0.47
0.42,2544,0,0,0.42
0.47,2545,0,0,0.47
0.59,2546,0,0.59,0
0.53,2547,0,0.53,0
0.56,2548,0,0.56,0
0.49,2549,0,0,0.49
0.55,2550,0,0.55,0
0.52,2551,0,0.52,0
0.48,2552,0,0,0.48
0.52,2553,0,0.52,0
0.48,2554,0,0,0.48
0.5,2555,0,0.5,0
0.52,2556,0,0.52,0
0.5,2557,0,0.5,0
0.45,2558,0,0,0.45
0.47,2559,0,0,0.47
0.48,2560,0,0,0.48
0.59,2561,0,0.59,0
0.44,2562,0,0,0.44
0.57,2563,0,0.57,0
0.51,2564,0,0.51,0
0.56,2565,0,0.56,0
0.53,2566,0,0.53,0
0.56,2567,0,0.56,0
0.45,2568,0,0,0.45
0.45,2569,0,0,0.45
0.5,2570,0,0.5,0
0.46,2571,0,0,0.46
0.49,2572,0,0,0.49
0.51,2573,0,0.51,0
0.35,2574,0,0,0.35
0.56,2575,0,0.56,0
0.59,2576,0,0.59,0
0.46,2577,0,0,0.46
0.4,2578,0,0,0.4
0.5,2579,0,0.5,0
0.42,2580,0,0,0.42
0.43,2581,0,0,0.43
0.45,2582,0,0,0.45
0.52,2583,0,0.52,0
0.48,2584,0,0,0.48
0.5,2585,0,0.5,0
0.43,2586,0,0,0.43
0.51,2587,0,0.51,0
0.48,2588,0,0,0.48
0.5,2589,0,0.5,0
0.61,2590,0,0.61,0
0.47,2591,0,0,0.47
0.49,2592,0,0,0.49
0.63,2593,0,0.63,0
0.46,2594,0,0,0.46
0.51,2595,0,0.51,0
0.43,2596,0,0,0.43
0.5,2597,0,0.5,0
0.5,2598,0,0.5,0
0.56,2599,0,0.56,0
0.53,2600,0,0.53,0
0.53,2601,0,0.53,0
0.49,2602,0,0,0.49
0.54,2603,0,0.54,0
0.5,2604,0,0.5,0
0.5,2605,0,0.5,0
0.48,2606,0,0,0.48
0.51,2607,0,0.51,0
0.52,2608,0,0.52,0
0.49,2609,0,0,0.49
0.47,2610,0,0,0.47
0.51,2611,0,0.51,0
0.52,2612,0,0.52,0
0.58,2613,0,0.58,0
0.41,2614,0,0,0.41
0.49,2615,0,0,0.49
0.49,2616,0,0,0.49
0.52,2617,0,0.52,0
0.48,2618,0,0,0.48
0.48,2619,0,0,0.48
0.5,2620,0,0.5,0
0.57,2621,0,0.57,0
0.53,2622,0,0.53,0
0.4,2623,0,0,0.4
0.53,2624,0,0.53,0
0.55,2625,0,0.55,0
0.57,2626,0,0.57,0
0.49,2627,0,0,0.49
0.47,2628,0,0,0.47
0.49,2629,0,0,0.49
0.5,2630,0,0.5,0
0.56,2631,0,0.56,0
0.51,2632,0,0.51,0
0.4,2633,0,0,0.4
0.48,2634,0,0,0.48
0.52,2635,0,0.52,0
0.42,2636,0,0,0.42
0.56,2637,0,0.56,0
0.48,2638,0,0,0.48
0.45,2639,0,0,0.45
0.45,2640,0,0,0.45
0.44,2641,0,0,0.44
0.51,2642,0,0.51,0
0.6,2643,0,0.6,0
0.55,2644,0,0.55,0
0.47,2645,0,0,0.47
0.44,2646,0,0,0.44
0.49,2647,0,0,0.49
0.53,2648,0,0.53,0
0.47,2649,0,0,0.47
0.55,2650,0,0.55,0
0.61,2651,0,0.61,0
0.54,2652,0,0.54,0
0.5,2653,0,0.5,0
0.41,2654,0,0,0.41
0.5,2655,0,0.5,0
0.59,2656,0,0.59,0
0.48,2657,0,0,0.48
0.46,2658,0,0,0.46
0.52,2659,0,0.52,0
0.48,2660,0,0,0.48
0.45,2661,0,0,0.45
0.56,2662,0,0.56,0
0.51,2663,0,0.51,0
0.52,2664,0,0.52,0
0.51,2665,0,0.51,0
0.61,2666,0,0.61,0
0.57,2667,0,0.57,0
0.43,2668,0,0,0.43
0.49,2669,0,0,0.49
0.35,2670,0,0,0.35
0.58,2671,0,0.58,0
0.45,2672,0,0,0.45
0.44,2673,0,0,0.44
0.51,2674,0,0.51,0
0.45,2675,0,0,0.45
0.54,2676,0,0.54,0
0.5,2677,0,0.5,0
0.5,2678,0,0.5,0
0.46,2679,0,0,0.46
0.52,2680,0,0.52,0
0.51,2681,0,0.51,0
0.47,2682,0,0,0.47
0.57,2683,0,0.57,0
0.5,2684,0,0.5,0
0.47,2685,0,0,0.47
0.47,2686,0,0,0.47
0.49,2687,0,0,0.49
0.55,2688,0,0.55,0
0.55,2689,0,0.55,0
0.5,2690,0,0.5,0
0.5,2691,0,0.5,0
0.47,2692,0,0,0.47
0.51,2693,0,0.51,0
0.49,2694,0,0,0.49
0.6,2695,0,0.6,0
0.49,2696,0,0,0.49
0.5,2697,0,0.5,0
0.54,2698,0,0.54,0
0.61,2699,0,0.61,0
0.51,2700,0,0.51,0
0.44,2701,0,0,0.44
0.56,2702,0,0.56,0
0.52,2703,0,0.52,0
0.61,2704,0,0.61,0
0.56,2705,0,0.56,0
0.47,2706,0,0,0.47
0.48,2707,0,0,0.48
0.44,2708,0,0,0.44
0.54,2709,0,0.54,0
0.47,2710,0,0,0.47
0.46,2711,0,0,0.46
0.49,2712,0,0,0.49
0.58,2713,0,0.58,0
0.54,2714,0,0.54,0
0.55,2715,0,0.55,0
0.51,2716,0,0.51,0
0.47,2717,0,0,0.47
0.43,2718,0,0,0.43
0.55,2719,0,0.55,0
0.53,2720,0,0.53,0
0.53,2721,0,0.53,0
0.52,2722,0,0.52,0
0.54,2723,0,0.54,0
0.53,2724,0,0.53,0
0.45,2725,0,0,0.45
0.52,2726,0,0.52,0
0.49,2727,0,0,0.49
0.48,2728,0,0,0.48
0.44,2729,0,0,0.44
0.44,2730,0,0,0.44
0.55,2731,0,0.55,0
0.54,2732,0,0.54,0
0.47,2733,0,0,0.47
0.49,2734,0,0,0.49
0.45,2735,0,0,0.45
0.59,2736,0,0.59,0
0.46,2737,0,0,0.46
0.55,2738,0,0.55,0
0.54,2739,0,0.54,0
0.47,2740,0,0,0.47
0.52,2741,0,0.52,0
0.48,2742,0,0,0.48
0.54,2743,0,0.54,0
0.47,2744,0,0,0.47
0.46,2745,0,0,0.46
0.5,2746,0,0.5,0
0.5,2747,0,0.5,0
0.63,2748,0,0.63,0
0.56,2749,0,0.56,0
0.47,2750,0,0,0.47
0.61,2751,0,0.61,0
0.56,2752,0,0.56,0
0.48,2753,0,0,0.48
0.4,2754,0,0,0.4
0.43,2755,0,0,0.43
0.46,2756,0,0,0.46
0.51,2757,0,0.51,0
0.47,2758,0,0,0.47
0.56,2759,0,0.56,0
0.53,2760,0,0.53,0
0.52,2761,0,0.52,0
0.43,2762,0,0,0.43
0.45,2763,0,0,0.45
0.52,2764,0,0.52,0
0.54,2765,0,0.54,0
0.42,2766,0,0,0.42
0.54,2767,0,0.54,0
0.49,2768,0,0,0.49
0.49,2769,0,0,0.49
0.47,2770,0,0,0.47
0.48,2771,0,0,0.48
0.45,2772,0,0,0.45
0.52,2773,0,0.52,0
0.48,2774,0,0,0.48
0.47,2775,0,0,0.47
0.51,2776,0,0.51,0
0.5,2777,0,0.5,0
0.5,2778,0,0.5,0
0.56,2779,0,0.56,0
0.45,2780,0,0,0.45
0.53,2781,0,0.53,0
0.45,2782,0,0,0.45
0.53,2783,0,0.53,0
0.48,2784,0,0,0.48
0.45,2785,0,0,0.45
0.52,2786,0,0.52,0
0.47,2787,0,0,0.47
0.54,2788,0,0.54,0
0.46,2789,0,0,0.46
0.53,2790,0,0.53,0
0.51,2791,0,0.51,0
0.57,2792,0,0.57,0
0.51,2793,0,0.51,0
0.46,2794,0,0,0.46
0.51,2795,0,0.51,0
0.56,2796,0,0.56,0
0.39,2797,0,0,0.39
0.54,2798,0,0.54,0
0.51,2799,0,0.51,0
0.49,2800,0,0,0.49
0.5,2801,0,0.5,0
0.47,2802,0,0,0.47
0.56,2803,0,0.56,0
0.44,2804,0,0,0.44
0.43,2805,0,0,0.43
0.53,2806,0,0.53,0
0.56,2807,0,0.56,0
0.51,2808,0,0.51,0
0.53,2809,0,0.53,0
0.61,2810,0,0.61,0
0.48,2811,0,0,0.48
0.55,2812,0,0.55,0
0.48,2813,0,0,0.48
0.38,2814,0,0,0.38
0.56,2815,0,0.56,0
0.47,2816,0,0,0.47
0.58,2817,0,0.58,0
0.48,2818,0,0,0.48
0.48,2819,0,0,0.48
0.44,2820,0,0,0.44
0.57,2821,0,0.57,0
0.61,2822,0,0.61,0
0.5,2823,0,0.5,0
0.51,2824,0,0.51,0
0.44,2825,0,0,0.44
0.53,2826,0,0.53,0
0.52,2827,0,0.52,0
0.49,2828,0,0,0.49
0.48,2829,0,0,0.48
0.45,2830,0,0,0.45
0.47,2831,0,0,0.47
0.54,2832,0,0.54,0
0.5,2833,0,0.5,0
0.5,2834,0,0.5,0
0.54,2835,0,0.54,0
0.42,2836,0,0,0.42
0.56,2837,0,0.56,0
0.5,2838,0,0.5,0
0.42,2839,0,0,0.42
0.53,2840,0,0.53,0
0.54,2841,0,0.54,0
0.62,2842,0,0.62,0
0.45,2843,0,0,0.45
0.49,2844,0,0,0.49
0.5,2845,0,0.5,0
0.49,2846,0,0,0.49
0.6,2847,0,0.6,0
0.52,2848,0,0.52,0
0.51,2849,0,0.51,0
0.54,2850,0,0.54,0
0.48,2851,0,0,0.48
0.51,2852,0,0.51,0
0.41,2853,0,0,0.41
0.43,2854,0,0,0.43
0.51,2855,0,0.51,0
0.5,2856,0,0.5,0
0.5,2857,0,0.5,0
0.45,2858,0,0,0.45
0.57,2859,0,0.57,0
0.54,2860,0,0.54,0
0.47,2861,0,0,0.47
0.46,2862,0,0,0.46
0.4,2863,0,0,0.4
0.48,2864,0,0,0.48
0.46,2865,0,0,0.46
0.52,2866,0,0.52,0
0.49,2867,0,0,0.49
0.61,2868,0,0.61,0
0.55,2869,0,0.55,0
0.53,2870,0,0.53,0
0.52,2871,0,0.52,0
0.48,2872,0,0,0.48
0.61,2873,0,0.61,0
0.44,2874,0,0,0.44
0.43,2875,0,0,0.43
0.42,2876,0,0,0.42
0.42,2877,0,0,0.42
0.43,2878,0,0,0.43
0.46,2879,0,0,0.46
0.53,2880,0,0.53,0
0.47,2881,0,0,0.47
0.58,2882,0,0.58,0
0.54,2883,0,0.54,0
0.53,2884,0,0.53,0
0.54,2885,0,0.54,0
0.52,2886,0,0.52,0
0.51,2887,0,0.51,0
0.48,2888,0,0,0.48
0.55,2889,0,0.55,0
0.53,2890,0,0.53,0
0.47,2891,0,0,0.47
0.46,2892,0,0,0.46
0.39,2893,0,0,0.39
0.49,2894,0,0,0.49
0.5,2895,0,0.5,0
0.45,2896,0,0,0.45
0.52,2897,0,0.52,0
0.37,2898,0,0,0.37
0.46,2899,0,0,0.46
0.48,2900,0,0,0.48
0.48,2901,0,0,0.48
0.49,2902,0,0,0.49
0.54,2903,0,0.54,0
0.48,2904,0,0,0.48
0.42,2905,0,0,0.42
0.46,2906,0,0,0.46
0.46,2907,0,0,0.46
0.5,2908,0,0.5,0
0.48,2909,0,0,0.48
0.49,2910,0,0,0.49
0.6,2911,0,0.6,0
0.46,2912,0,0,0.46
0.5,2913,0,0.5,0
0.46,2914,0,0,0.46
0.51,2915,0,0.51,0
0.48,2916,0,0,0.48
0.45,2917,0,0,0.45
0.44,2918,0,0,0.44
0.42,2919,0,0,0.42
0.45,2920,0,0,0.45
0.44,2921,0,0,0.44
0.47,2922,0,0,0.47
0.51,2923,0,0.51,0
0.5,2924,0,0.5,0
0.41,2925,0,0,0.41
0.53,2926,0,0.53,0
0.45,2927,0,0,0.45
0.44,2928,0,0,0.44
0.48,2929,0,0,0.48
0.43,2930,0,0,0.43
0.58,2931,0,0.58,0
0.51,2932,0,0.51,0
0.52,2933,0,0.52,0
0.53,2934,0,0.53,0
0.52,2935,0,0.52,0
0.58,2936,0,0.58,0
0.46,2937,0,0,0.46
0.47,2938,0,0,0.47
0.56,2939,0,0.56,0
0.55,2940,0,0.55,0
0.42,2941,0,0,0.42
0.52,2942,0,0.52,0
0.43,2943,0,0,0.43
0.46,2944,0,0,0.46
0.43,2945,0,0,0.43
0.61,2946,0,0.61,0
0.59,2947,0,0.59,0
0.48,2948,0,0,0.48
0.43,2949,0,0,0.43
0.54,2950,0,0.54,0
0.54,2951,0,0.54,0
0.45,2952,0,0,0.45
0.44,2953,0,0,0.44
0.51,2954,0,0.51,0
0.46,2955,0,0,0.46
0.48,2956,0,0,0.48
0.52,2957,0,0.52,0
0.51,2958,0,0.51,0
0.5,2959,0,0.5,0
0.47,2960,0,0,0.47
0.42,2961,0,0,0.42
0.51,2962,0,0.51,0
0.53,2963,0,0.53,0
0.51,2964,0,0.51,0
0.51,2965,0,0.51,0
0.51,2966,0,0.51,0
0.54,2967,0,0.54,0
0.45,2968,0,0,0.45
0.51,2969,0,0.51,0
0.52,2970,0,0.52,0
0.5,2971,0,0.5,0
0.5,2972,0,0.5,0
0.47,2973,0,0,0.47
0.48,2974,0,0,0.48
0.51,2975,0,0.51,0
0.54,2976,0,0.54,0
0.58,2977,0,0.58,0
0.58,2978,0,0.58,0
0.41,2979,0,0,0.41
0.58,2980,0,0.58,0
0.49,2981,0,0,0.49
0.58,2982,0,0.58,0
0.53,2983,0,0.53,0
0.5,2984,0,0.5,0
0.44,2985,0,0,0.44
0.44,2986,0,0,0.44
0.62,2987,0,0.62,0
0.41,2988,0,0,0.41
0.5,2989,0,0.5,0
0.49,2990,0,0,0.49
0.55,2991,0,0.55,0
0.49,2992,0,0,0.49
0.5,2993,0,0.5,0
0.54,2994,0,0.54,0
0.51,2995,0,0.51,0
0.55,2996,0,0.55,0
0.45,2997,0,0,0.45
0.53,2998,0,0.53,0
0.5,2999,0,0.5,0
0.48,3000,0,0,0.48
0.53,3001,0,0.53,0
0.47,3002,0,0,0.47
0.47,3003,0,0,0.47
0.49,3004,0,0,0.49
0.47,3005,0,0,0.47
0.62,3006,0,0.62,0
0.48,3007,0,0,0.48
0.6,3008,0,0.6,0
0.46,3009,0,0,0.46
0.52,3010,0,0.52,0
0.42,3011,0,0,0.42
0.48,3012,0,0,0.48
0.5,3013,0,0.5,0
0.46,3014,0,0,0.46
0.52,3015,0,0.52,0
0.51,3016,0,0.51,0
0.49,3017,0,0,0.49
0.5,3018,0,0.5,0
0.45,3019,0,0,0.45
0.6,3020,0,0.6,0
0.48,3021,0,0,0.48
0.53,3022,0,0.53,0
0.43,3023,0,0,0.43
0.54,3024,0,0.54,0
0.45,3025,0,0,0.45
0.57,3026,0,0.57,0
0.45,3027,0,0,0.45
0.5,3028,0,0.5,0
0.54,3029,0,0.54,0
0.47,3030,0,0,0.47
0.45,3031,0,0,0.45
0.48,3032,0,0,0.48
0.47,3033,0,0,0.47
0.49,3034,0,0,0.49
0.5,3035,0,0.5,0
0.51,3036,0,0.51,0
0.42,3037,0,0,0.42
0.43,3038,0,0,0.43
0.46,3039,0,0,0.46
0.48,3040,0,0,0.48
0.46,3041,0,0,0.46
0.46,3042,0,0,0.46
0.55,3043,0,0.55,0
0.47,3044,0,0,0.47
0.48,3045,0,0,0.48
0.52,3046,0,0.52,0
0.47,3047,0,0,0.47
0.49,3048,0,0,0.49
0.39,3049,0,0,0.39
0.5,3050,0,0.5,0
0.53,3051,0,0.53,0
0.44,3052,0,0,0.44
0.47,3053,0,0,0.47
0.55,3054,0,0.55,0
0.44,3055,0,0,0.44
0.47,3056,0,0,0.47
0.42,3057,0,0,0.42
0.51,3058,0,0.51,0
0.41,3059,0,0,0.41
0.57,3060,0,0.57,0
0.43,3061,0,0,0.43
0.56,3062,0,0.56,0
0.52,3063,0,0.52,0
0.56,3064,0,0.56,0
0.63,3065,0,0.63,0
0.51,3066,0,0.51,0
0.54,3067,0,0.54,0
0.44,3068,0,0,0.44
0.48,3069,0,0,0.48
0.45,3070,0,0,0.45
0.45,3071,0,0,0.45
0.51,3072,0,0.51,0
0.53,3073,0,0.53,0
0.46,3074,0,0,0.46
0.48,3075,0,0,0.48
0.59,3076,0,0.59,0
0.53,3077,0,0.53,0
0.47,3078,0,0,0.47
0.49,3079,0,0,0.49
0.55,3080,0,0.55,0
0.57,3081,0,0.57,0
0.45,3082,0,0,0.45
0.46,3083,0,0,0.46
0.55,3084,0,0.55,0
0.48,3085,0,0,0.48
0.56,3086,0,0.56,0
0.48,3087,0,0,0.48
0.45,3088,0,0,0.45
0.53,3089,0,0.53,0
0.61,3090,0,0.61,0
0.44,3091,0,0,0.44
0.52,3092,0,0.52,0
0.48,3093,0,0,0.48
0.56,3094,0,0.56,0
0.51,3095,0,0.51,0
0.41,3096,0,0,0.41
0.55,3097,0,0.55,0
0.43,3098,0,0,0.43
0.44,3099,0,0,0.44
0.51,3100,0,0.51,0
0.46,3101,0,0,0.46
0.5,3102,0,0.5,0
0.48,3103,0,0,0.48
0.44,3104,0,0,0.44
0.5,3105,0,0.5,0
0.55,3106,0,0.55,0
0.45,3107,0,0,0.45
0.52,3108,0,0.52,0
0.51,3109,0,0.51,0
0.48,3110,0,0,0.48
0.41,3111,0,0,0.41
0.48,3112,0,0,0.48
0.53,3113,0,0.53,0
0.47,3114,0,0,0.47
0.54,3115,0,0.54,0
0.43,3116,0,0,0.43
0.45,3117,0,0,0.45
0.47,3118,0,0,0.47
0.5,3119,0,0.5,0
0.45,3120,0,0,0.45
0.46,3121,0,0,0.46
0.49,3122,0,0,0.49
0.46,3123,0,0,0.46
0.51,3124,0,0.51,0
0.5,3125,0,0.5,0
0.49,3126,0,0,0.49
0.48,3127,0,0,0.48
0.45,3128,0,0,0.45
0.42,3129,0,0,0.42
0.52,3130,0,0.52,0
0.46,3131,0,0,0.46
0.55,3132,0,0.55,0
0.47,3133,0,0,0.47
0.47,3134,0,0,0.47
0.46,3135,0,0,0.46
0.45,3136,0,0,0.45
0.5,3137,0,0.5,0
0.46,3138,0,0,0.46
0.41,3139,0,0,0.41
0.5,3140,0,0.5,0
0.5,3141,0,0.5,0
0.47,3142,0,0,0.47
0.48,3143,0,0,0.48
0.43,3144,0,0,0.43
0.49,3145,0,0,0.49
0.61,3146,0,0.61,0
0.5,3147,0,0.5,0
0.55,3148,0,0.55,0
0.54,3149,0,0.54,0
0.51,3150,0,0.51,0
0.46,3151,0,0,0.46
0.49,3152,0,0,0.49
0.46,3153,0,0,0.46
0.54,3154,0,0.54,0
0.5,3155,0,0.5,0
0.54,3156,0,0.54,0
0.56,3157,0,0.56,0
0.56,3158,0,0.56,0
0.43,3159,0,0,0.43
0.51,3160,0,0.51,0
0.42,3161,0,0,0.42
0.47,3162,0,0,0.47
0.52,3163,0,0.52,0
0.49,3164,0,0,0.49
0.5,3165,0,0.5,0
0.46,3166,0,0,0.46
0.62,3167,0,0.62,0
0.52,3168,0,0.52,0
0.48,3169,0,0,0.48
0.53,3170,0,0.53,0
0.58,3171,0,0.58,0
0.48,3172,0,0,0.48
0.56,3173,0,0.56,0
0.49,3174,0,0,0.49
0.58,3175,0,0.58,0
0.48,3176,0,0,0.48
0.49,3177,0,0,0.49
0.57,3178,0,0.57,0
0.52,3179,0,0.52,0
0.54,3180,0,0.54,0
0.49,3181,0,0,0.49
0.51,3182,0,0.51,0
0.5,3183,0,0.5,0
0.48,3184,0,0,0.48
0.48,3185,0,0,0.48
0.56,3186,0,0.56,0
0.53,3187,0,0.53,0
0.48,3188,0,0,0.48
0.49,3189,0,0,0.49
0.57,3190,0,0.57,0
0.53,3191,0,0.53,0
0.53,3192,0,0.53,0
0.53,3193,0,0.53,0
0.48,3194,0,0,0.48
0.47,3195,0,0,0.47
0.56,3196,0,0.56,0
0.5,3197,0,0.5,0
0.54,3198,0,0.54,0
0.44,3199,0,0,0.44
0.53,3200,0,0.53,0
0.58,3201,0,0.58,0
0.54,3202,0,0.54,0
0.57,3203,0,0.57,0
0.5,3204,0,0.5,0
0.42,3205,0,0,0.42
0.5,3206,0,0.5,0
0.53,3207,0,0.53,0
0.5,3208,0,0.5,0
0.46,3209,0,0,0.46
0.49,3210,0,0,0.49
0.49,3211,0,0,0.49
0.51,3212,0,0.51,0
0.52,3213,0,0.52,0
0.57,3214,0,0.57,0
0.58,3215,0,0.58,0
0.53,3216,0,0.53,0
0.45,3217,0,0,0.45
0.48,3218,0,0,0.48
0.53,3219,0,0.53,0
0.55,3220,0,0.55,0
0.51,3221,0,0.51,0
0.54,3222,0,0.54,0
0.48,3223,0,0,0.48
0.49,3224,0,0,0.49
0.52,3225,0,0.52,0
0.55,3226,0,0.55,0
0.44,3227,0,0,0.44
0.56,3228,0,0.56,0
0.45,3229,0,0,0.45
0.55,3230,0,0.55,0
0.53,3231,0,0.53,0
0.6,3232,0,0.6,0
0.44,3233,0,0,0.44
0.45,3234,0,0,0.45
0.46,3235,0,0,0.46
0.48,3236,0,0,0.48
0.54,3237,0,0.54,0
0.54,3238,0,0.54,0
0.5,3239,0,0.5,0
0.5,3240,0,0.5,0
0.58,3241,0,0.58,0
0.48,3242,0,0,0.48
0.52,3243,0,0.52,0
0.47,3244,0,0,0.47
0.5,3245,0,0.5,0
0.45,3246,0,0,0.45
0.45,3247,0,0,0.45
0.52,3248,0,0.52,0
0.53,3249,0,0.53,0
0.48,3250,0,0,0.48
0.38,3251,0,0,0.38
0.5,3252,0,0.5,0
0.52,3253,0,0.52,0
0.49,3254,0,0,0.49
0.51,3255,0,0.51,0
0.5,3256,0,0.5,0
0.52,3257,0,0.52,0
0.48,3258,0,0,0.48
0.52,3259,0,0.52,0
0.57,3260,0,0.57,0
0.52,3261,0,0.52,0
0.45,3262,0,0,0.45
0.46,3263,0,0,0.46
0.44,3264,0,0,0.44
0.5,3265,0,0.5,0
0.55,3266,0,0.55,0
0.54,3267,0,0.54,0
0.44,3268,0,0,0.44
0.5,3269,0,0.5,0
0.62,3270,0,0.62,0
0.53,3271,0,0.53,0
0.47,3272,0,0,0.47
0.48,3273,0,0,0.48
0.5,3274,0,0.5,0
0.53,3275,0,0.53,0
0.52,3276,0,0.52,0
0.45,3277,0,0,0.45
0.56,3278,0,0.56,0
0.56,3279,0,0.56,0
0.45,3280,0,0,0.45
0.54,3281,0,0.54,0
0.59,3282,0,0.59,0
0.48,3283,0,0,0.48
0.39,3284,0,0,0.39
0.49,3285,0,0,0.49
0.53,3286,0,0.53,0
0.45,3287,0,0,0.45
0.51,3288,0,0.51,0
0.45,3289,0,0,0.45
0.46,3290,0,0,0.46
0.53,3291,0,0.53,0
0.49,3292,0,0,0.49
0.55,3293,0,0.55,0
0.49,3294,0,0,0.49
0.48,3295,0,0,0.48
0.51,3296,0,0.51,0
0.54,3297,0,0.54,0
0.48,3298,0,0,0.48
0.51,3299,0,0.51,0
0.47,3300,0,0,0.47
0.46,3301,0,0,0.46
0.43,3302,0,0,0.43
0.53,3303,0,0.53,0
0.41,3304,0,0,0.41
0.51,3305,0,0.51,0
0.43,3306,0,0,0.43
0.46,3307,0,0,0.46
0.41,3308,0,0,0.41
0.59,3309,0,0.59,0
0.49,3310,0,0,0.49
0.47,3311,0,0,0.47
0.52,3312,0,0.52,0
0.55,3313,0,0.55,0
0.55,3314,0,0.55,0
0.44,3315,0,0,0.44
0.53,3316,0,0.53,0
0.54,3317,0,0.54,0
0.54,3318,0,0.54,0
0.48,3319,0,0,0.48
0.45,3320,0,0,0.45
0.54,3321,0,0.54,0
0.47,3322,0,0,0.47
0.43,3323,0,0,0.43
0.49,3324,0,0,0.49
0.47,3325,0,0,0.47
0.44,3326,0,0,0.44
0.51,3327,0,0.51,0
0.45,3328,0,0,0.45
0.55,3329,0,0.55,0
0.55,3330,0,0.55,0
0.42,3331,0,0,0.42
0.46,3332,0,0,0.46
0.54,3333,0,0.54,0
0.48,3334,0,0,0.48
0.43,3335,0,0,0.43
0.58,3336,0,0.58,0
0.46,3337,0,0,0.46
0.58,3338,0,0.58,0
0.49,3339,0,0,0.49
0.42,3340,0,0,0.42
0.53,3341,0,0.53,0
0.52,3342,0,0.52,0
0.56,3343,0,0.56,0
0.5,3344,0,0.5,0
0.47,3345,0,0,0.47
0.48,3346,0,0,0.48
0.45,3347,0,0,0.45
0.56,3348,0,0.56,0
0.47,3349,0,0,0.47
0.45,3350,0,0,0.45
0.43,3351,0,0,0.43
0.41,3352,0,0,0.41
0.57,3353,0,0.57,0
0.41,3354,0,0,0.41
0.5,3355,0,0.5,0
0.52,3356,0,0.52,0
0.51,3357,0,0.51,0
0.49,3358,0,0,0.49
0.49,3359,0,0,0.49
0.54,3360,0,0.54,0
0.48,3361,0,0,0.48
0.55,3362,0,0.55,0
0.54,3363,0,0.54,0
0.48,3364,0,0,0.48
0.45,3365,0,0,0.45
0.39,3366,0,0,0.39
0.44,3367,0,0,0.44
0.5,3368,0,0.5,0
0.6,3369,0,0.6,0
0.55,3370,0,0.55,0
0.46,3371,0,0,0.46
0.47,3372,0,0,0.47
0.53,3373,0,0.53,0
0.48,3374,0,0,0.48
0.47,3375,0,0,0.47
0.5,3376,0,0.5,0
0.48,3377,0,0,0.48
0.49,3378,0,0,0.49
0.53,3379,0,0.53,0
0.4,3380,0,0,0.4
0.49,3381,0,0,0.49
0.48,3382,0,0,0.48
0.48,3383,0,0,0.48
0.39,3384,0,0,0.39
0.51,3385,0,0.51,0
0.59,3386,0,0.59,0
0.5,3387,0,0.5,0
0.5,3388,0,0.5,0
0.48,3389,0,0,0.48
0.51,3390,0,0.51,0
0.51,3391,0,0.51,0
0.58,3392,0,0.58,0
0.51,3393,0,0.51,0
0.53,3394,0,0.53,0
0.51,3395,0,0.51,0
0.44,3396,0,0,0.44
0.55,3397,0,0.55,0
0.48,3398,0,0,0.48
0.55,3399,0,0.55,0
0.47,3400,0,0,0.47
0.49,3401,0,0,0.49
0.48,3402,0,0,0.48
0.51,3403,0,0.51,0
0.55,3404,0,0.55,0
0.43,3405,0,0,0.43
0.47,3406,0,0,0.47
0.55,3407,0,0.55,0
0.49,3408,0,0,0.49
0.53,3409,0,0.53,0
0.53,3410,0,0.53,0
0.45,3411,0,0,0.45
0.53,3412,0,0.53,0
0.44,3413,0,0,0.44
0.5,3414,0,0.5,0
0.58,3415,0,0.58,0
0.51,3416,0,0.51,0
0.52,3417,0,0.52,0
0.51,3418,0,0.51,0
0.51,3419,0,0.51,0
0.49,3420,0,0,0.49
0.51,3421,0,0.51,0
0.52,3422,0,0.52,0
0.43,3423,0,0,0.43
0.42,3424,0,0,0.42
0.46,3425,0,0,0.46
0.4,3426,0,0,0.4
0.43,3427,0,0,0.43
0.46,3428,0,0,0.46
0.52,3429,0,0.52,0
0.45,3430,0,0,0.45
0.45,3431,0,0,0.45
0.49,3432,0,0,0.49
0.46,3433,0,0,0.46
0.47,3434,0,0,0.47
0.48,3435,0,0,0.48
0.49,3436,0,0,0.49
0.45,3437,0,0,0.45
0.51,3438,0,0.51,0
0.48,3439,0,0,0.48
0.5,3440,0,0.5,0
0.38,3441,0,0,0.38
0.49,3442,0,0,0.49
0.45,3443,0,0,0.45
0.49,3444,0,0,0.49
0.45,3445,0,0,0.45
0.48,3446,0,0,0.48
0.58,3447,0,0.58,0
0.52,3448,0,0.52,0
0.61,3449,0,0.61,0
0.52,3450,0,0.52,0
0.54,3451,0,0.54,0
0.5,3452,0,0.5,0
0.5,3453,0,0.5,0
