iteration,windtexter,application,total_cost,probability_type,probability_cost
609,Partial,commercial,85.71,message_block_cost,84.0
609,Full,commercial,85.71,message_block_cost,28.0
609,Baseline,millitary,576.0,message_block_cost,168.0
609,Full,millitary,14.67,message_block_cost,56.0
610,Baseline,private,26.4,message_block_cost,13.2
610,Partial,commercial,110.4,message_block_cost,84.0
610,Full,government,11.57,message_block_cost,13.2
610,Baseline,millitary,56.23,message_block_cost,52.8
610,Partial,millitary,336.0,message_block_cost,168.0
610,Full,millitary,336.0,message_block_cost,56.0
611,Baseline,private,55.2,message_block_cost,42.0
611,Full,private,1.34,message_block_cost,14.0
611,Partial,commercial,27.9,message_block_cost,26.4
611,Baseline,government,79.2,message_block_cost,39.6
612,Baseline,commercial,85.33,message_block_cost,84.0
612,Baseline,government,308.25,message_block_cost,306.0
612,Full,government,4.82,message_block_cost,42.0
612,Partial,millitary,171.0,message_block_cost,168.0
613,Baseline,private,13.87,message_block_cost,13.2
613,Partial,private,13.95,message_block_cost,13.2
613,Baseline,government,687.6,message_block_cost,39.6
613,Full,government,11.0,message_block_cost,42.0
613,Partial,millitary,56.23,message_block_cost,52.8
614,Baseline,commercial,205.33,message_block_cost,204.0
614,Partial,commercial,52.8,message_block_cost,26.4
614,Full,commercial,52.8,message_block_cost,28.0
614,Baseline,millitary,171.43,message_block_cost,168.0
614,Partial,millitary,171.43,message_block_cost,168.0
615,Baseline,private,105.0,message_block_cost,102.0
615,Full,private,14.06,message_block_cost,14.0
615,Full,government,4.25,message_block_cost,42.0
616,Baseline,private,45.0,message_block_cost,42.0
616,Baseline,commercial,85.71,message_block_cost,84.0
616,Partial,commercial,85.5,message_block_cost,84.0
616,Partial,government,128.25,message_block_cost,126.0
617,Baseline,private,16.2,message_block_cost,13.2
617,Partial,private,45.0,message_block_cost,42.0
617,Baseline,commercial,516.0,message_block_cost,84.0
617,Baseline,millitary,410.67,message_block_cost,408.0
617,Full,millitary,15.0,message_block_cost,17.6
618,Baseline,private,84.0,message_block_cost,42.0
618,Partial,government,41.85,message_block_cost,39.6
618,Full,millitary,6.43,message_block_cost,56.0
619,Partial,private,13.95,message_block_cost,13.2
619,Baseline,commercial,288.0,message_block_cost,204.0
619,Full,commercial,27.9,message_block_cost,28.0
619,Baseline,government,135.0,message_block_cost,126.0
619,Partial,government,165.6,message_block_cost,126.0
620,Baseline,private,16.2,message_block_cost,13.2
620,Full,commercial,85.5,message_block_cost,28.0
620,Full,government,4.57,message_block_cost,13.2
621,Partial,private,14.06,message_block_cost,13.2
621,Partial,commercial,85.5,message_block_cost,84.0
622,Baseline,private,216.67,message_block_cost,216.0
622,Partial,private,42.86,message_block_cost,42.0
622,Full,private,42.86,message_block_cost,4.4
622,Baseline,commercial,32.4,message_block_cost,26.4
622,Partial,commercial,28.11,message_block_cost,26.4
622,Baseline,government,128.57,message_block_cost,126.0
622,Partial,millitary,170.67,message_block_cost,168.0
622,Full,millitary,170.67,message_block_cost,56.0
623,Partial,private,26.4,message_block_cost,13.2
623,Partial,commercial,110.4,message_block_cost,84.0
623,Full,commercial,110.4,message_block_cost,28.0
623,Baseline,government,308.25,message_block_cost,306.0
623,Partial,government,42.17,message_block_cost,39.6
624,Partial,commercial,28.11,message_block_cost,26.4
624,Full,commercial,28.11,message_block_cost,28.0
624,Partial,government,128.57,message_block_cost,126.0
624,Partial,millitary,171.43,message_block_cost,168.0
624,Full,millitary,171.43,message_block_cost,17.6
625,Baseline,private,105.0,message_block_cost,102.0
625,Partial,private,13.87,message_block_cost,13.2
625,Full,private,13.87,message_block_cost,14.0
625,Baseline,government,315.0,message_block_cost,306.0
625,Partial,millitary,171.0,message_block_cost,168.0
625,Full,millitary,171.0,message_block_cost,56.0
626,Baseline,private,55.2,message_block_cost,13.2
626,Baseline,commercial,408.0,message_block_cost,204.0
626,Full,government,11.57,message_block_cost,13.2
626,Baseline,millitary,867.0,message_block_cost,864.0
626,Partial,millitary,171.0,message_block_cost,168.0
627,Full,private,1.42,message_block_cost,4.4
628,Partial,commercial,52.8,message_block_cost,26.4
628,Baseline,government,128.0,message_block_cost,126.0
628,Partial,government,41.6,message_block_cost,39.6
628,Baseline,millitary,420.0,message_block_cost,408.0
628,Partial,millitary,55.8,message_block_cost,52.8
628,Full,millitary,55.8,message_block_cost,56.0
629,Full,private,1.53,message_block_cost,4.4
629,Full,commercial,3.0,message_block_cost,28.0
629,Baseline,government,165.6,message_block_cost,126.0
629,Partial,government,165.6,message_block_cost,39.6
629,Baseline,millitary,336.0,message_block_cost,168.0
629,Full,millitary,5.67,message_block_cost,17.6
630,Baseline,government,41.85,message_block_cost,39.6
630,Baseline,millitary,220.8,message_block_cost,52.8
630,Partial,millitary,171.43,message_block_cost,168.0
631,Baseline,private,42.67,message_block_cost,42.0
631,Baseline,government,128.57,message_block_cost,126.0
631,Baseline,millitary,460.8,message_block_cost,408.0
632,Baseline,private,42.75,message_block_cost,42.0
632,Partial,commercial,28.11,message_block_cost,26.4
632,Partial,government,135.0,message_block_cost,126.0
632,Full,government,135.0,message_block_cost,42.0
632,Full,millitary,6.1,message_block_cost,56.0
633,Partial,private,26.4,message_block_cost,13.2
633,Full,private,26.4,message_block_cost,4.4
633,Baseline,government,432.0,message_block_cost,306.0
633,Partial,government,252.0,message_block_cost,126.0
633,Full,government,252.0,message_block_cost,13.2
633,Baseline,millitary,816.0,message_block_cost,408.0
633,Partial,millitary,170.67,message_block_cost,168.0
634,Baseline,private,115.2,message_block_cost,102.0
634,Full,government,4.57,message_block_cost,13.2
634,Partial,millitary,171.43,message_block_cost,168.0
635,Full,government,128.25,message_block_cost,13.2
635,Baseline,millitary,336.0,message_block_cost,168.0
635,Full,millitary,180.0,message_block_cost,56.0
636,Baseline,commercial,90.0,message_block_cost,84.0
636,Baseline,millitary,55.8,message_block_cost,52.8
636,Partial,millitary,336.0,message_block_cost,168.0
636,Full,millitary,336.0,message_block_cost,56.0
637,Baseline,government,308.57,message_block_cost,306.0
637,Full,millitary,15.0,message_block_cost,17.6
638,Baseline,private,55.2,message_block_cost,42.0
638,Baseline,commercial,27.9,message_block_cost,26.4
638,Partial,commercial,85.71,message_block_cost,84.0
638,Full,commercial,85.71,message_block_cost,8.8
638,Partial,government,41.85,message_block_cost,39.6
638,Full,government,41.85,message_block_cost,13.2
639,Baseline,private,258.0,message_block_cost,216.0
639,Full,private,3.86,message_block_cost,14.0
639,Baseline,commercial,90.0,message_block_cost,84.0
639,Baseline,government,128.57,message_block_cost,126.0
639,Full,government,11.0,message_block_cost,13.2
640,Baseline,commercial,288.0,message_block_cost,84.0
640,Partial,commercial,168.0,message_block_cost,84.0
640,Baseline,government,308.25,message_block_cost,306.0
640,Full,government,42.17,message_block_cost,13.2
641,Baseline,private,55.2,message_block_cost,42.0
641,Partial,private,13.95,message_block_cost,13.2
641,Full,private,13.95,message_block_cost,14.0
641,Partial,government,128.0,message_block_cost,126.0
641,Full,government,128.0,message_block_cost,42.0
641,Baseline,millitary,460.8,message_block_cost,52.8
641,Partial,millitary,171.43,message_block_cost,168.0
642,Partial,private,26.4,message_block_cost,13.2
642,Full,government,4.57,message_block_cost,42.0
643,Baseline,commercial,32.4,message_block_cost,26.4
643,Partial,commercial,52.8,message_block_cost,26.4
643,Baseline,government,432.0,message_block_cost,126.0
643,Full,government,42.17,message_block_cost,42.0
643,Baseline,millitary,180.0,message_block_cost,168.0
644,Baseline,private,45.0,message_block_cost,42.0
644,Full,commercial,27.73,message_block_cost,28.0
644,Baseline,government,315.0,message_block_cost,306.0
644,Partial,government,128.0,message_block_cost,126.0
645,Full,government,5.14,message_block_cost,13.2
645,Full,millitary,6.1,message_block_cost,56.0
646,Full,private,1.34,message_block_cost,4.4
646,Partial,millitary,220.8,message_block_cost,168.0
647,Full,private,1.61,message_block_cost,4.4
647,Partial,commercial,85.5,message_block_cost,84.0
647,Baseline,government,650.57,message_block_cost,648.0
647,Partial,government,42.17,message_block_cost,39.6
647,Partial,millitary,171.43,message_block_cost,168.0
647,Full,millitary,171.43,message_block_cost,17.6
648,Baseline,private,13.95,message_block_cost,13.2
648,Partial,private,42.86,message_block_cost,42.0
648,Baseline,commercial,516.0,message_block_cost,84.0
648,Partial,commercial,85.71,message_block_cost,84.0
648,Baseline,government,165.6,message_block_cost,126.0
648,Partial,government,41.6,message_block_cost,39.6
648,Full,government,41.6,message_block_cost,42.0
648,Partial,millitary,220.8,message_block_cost,52.8
648,Full,millitary,220.8,message_block_cost,56.0
649,Baseline,private,13.95,message_block_cost,13.2
649,Baseline,commercial,110.4,message_block_cost,26.4
649,Full,commercial,85.5,message_block_cost,28.0
649,Partial,government,165.6,message_block_cost,39.6
649,Baseline,millitary,916.8,message_block_cost,864.0
649,Full,millitary,6.86,message_block_cost,17.6
650,Baseline,commercial,52.8,message_block_cost,26.4
650,Partial,millitary,170.67,message_block_cost,168.0
651,Baseline,private,55.2,message_block_cost,42.0
651,Partial,private,13.95,message_block_cost,13.2
651,Baseline,government,42.17,message_block_cost,39.6
651,Baseline,millitary,170.67,message_block_cost,168.0
651,Full,millitary,6.86,message_block_cost,56.0
652,Baseline,commercial,85.33,message_block_cost,84.0
652,Full,government,41.85,message_block_cost,42.0
653,Full,private,42.75,message_block_cost,14.0
653,Baseline,commercial,52.8,message_block_cost,26.4
653,Partial,commercial,27.73,message_block_cost,26.4
653,Full,commercial,27.73,message_block_cost,8.8
653,Partial,government,42.17,message_block_cost,39.6
654,Baseline,private,55.2,message_block_cost,42.0
654,Full,private,3.75,message_block_cost,14.0
654,Baseline,commercial,516.0,message_block_cost,84.0
654,Partial,commercial,28.11,message_block_cost,26.4
654,Full,commercial,28.11,message_block_cost,28.0
654,Baseline,millitary,105.6,message_block_cost,52.8
654,Partial,millitary,55.8,message_block_cost,52.8
654,Full,millitary,55.8,message_block_cost,56.0
655,Partial,private,13.95,message_block_cost,13.2
655,Full,private,13.95,message_block_cost,4.4
655,Baseline,commercial,90.0,message_block_cost,84.0
655,Full,commercial,85.71,message_block_cost,28.0
655,Partial,government,128.25,message_block_cost,126.0
655,Baseline,millitary,916.8,message_block_cost,52.8
655,Full,millitary,171.43,message_block_cost,17.6
656,Baseline,commercial,52.8,message_block_cost,26.4
656,Partial,government,48.6,message_block_cost,39.6
656,Baseline,millitary,576.0,message_block_cost,168.0
657,Partial,commercial,85.5,message_block_cost,84.0
657,Full,government,4.82,message_block_cost,42.0
657,Baseline,millitary,56.23,message_block_cost,52.8
657,Partial,millitary,220.8,message_block_cost,52.8
658,Baseline,private,219.0,message_block_cost,216.0
658,Full,private,45.0,message_block_cost,14.0
658,Baseline,government,308.57,message_block_cost,306.0
658,Full,government,41.85,message_block_cost,42.0
658,Baseline,millitary,64.8,message_block_cost,52.8
658,Partial,millitary,220.8,message_block_cost,168.0
658,Full,millitary,220.8,message_block_cost,17.6
659,Full,commercial,3.42,message_block_cost,8.8
659,Baseline,government,650.25,message_block_cost,648.0
659,Full,government,4.57,message_block_cost,13.2
660,Baseline,private,16.2,message_block_cost,13.2
660,Partial,private,13.87,message_block_cost,13.2
660,Full,private,13.87,message_block_cost,4.4
660,Baseline,commercial,85.5,message_block_cost,84.0
660,Full,commercial,3.42,message_block_cost,8.8
660,Full,government,5.14,message_block_cost,13.2
660,Partial,millitary,56.23,message_block_cost,52.8
660,Full,millitary,56.23,message_block_cost,56.0
661,Partial,private,14.06,message_block_cost,13.2
661,Baseline,commercial,205.71,message_block_cost,204.0
661,Baseline,millitary,171.43,message_block_cost,168.0
661,Partial,millitary,56.23,message_block_cost,52.8
662,Partial,government,128.57,message_block_cost,126.0
662,Baseline,millitary,64.8,message_block_cost,52.8
662,Partial,millitary,220.8,message_block_cost,168.0
663,Full,private,1.42,message_block_cost,14.0
663,Baseline,commercial,28.11,message_block_cost,26.4
663,Baseline,millitary,180.0,message_block_cost,168.0
664,Full,commercial,7.71,message_block_cost,28.0
664,Partial,government,252.0,message_block_cost,126.0
664,Partial,millitary,170.67,message_block_cost,168.0
665,Baseline,private,26.4,message_block_cost,13.2
665,Baseline,government,165.6,message_block_cost,126.0
665,Partial,government,165.6,message_block_cost,126.0
665,Full,government,165.6,message_block_cost,42.0
665,Baseline,millitary,411.0,message_block_cost,408.0
665,Full,millitary,6.43,message_block_cost,56.0
666,Baseline,commercial,205.71,message_block_cost,204.0
666,Baseline,millitary,411.43,message_block_cost,408.0
666,Full,millitary,15.43,message_block_cost,17.6
667,Partial,private,13.87,message_block_cost,13.2
667,Baseline,commercial,205.33,message_block_cost,204.0
667,Partial,government,79.2,message_block_cost,39.6
667,Baseline,millitary,336.0,message_block_cost,168.0
668,Full,private,16.2,message_block_cost,14.0
668,Baseline,commercial,52.8,message_block_cost,26.4
668,Baseline,government,308.25,message_block_cost,306.0
668,Partial,millitary,170.67,message_block_cost,168.0
669,Partial,private,26.4,message_block_cost,13.2
669,Baseline,commercial,110.4,message_block_cost,26.4
669,Full,commercial,3.21,message_block_cost,28.0
669,Baseline,government,41.6,message_block_cost,39.6
669,Partial,government,128.57,message_block_cost,126.0
669,Full,government,128.57,message_block_cost,42.0
669,Baseline,millitary,916.8,message_block_cost,864.0
669,Full,millitary,15.43,message_block_cost,17.6
670,Partial,commercial,90.0,message_block_cost,84.0
670,Full,commercial,90.0,message_block_cost,28.0
670,Partial,government,41.6,message_block_cost,39.6
671,Baseline,private,229.2,message_block_cost,216.0
671,Partial,private,42.67,message_block_cost,42.0
671,Full,private,42.67,message_block_cost,14.0
671,Baseline,commercial,516.0,message_block_cost,84.0
671,Full,millitary,6.1,message_block_cost,56.0
672,Partial,commercial,85.71,message_block_cost,84.0
672,Full,commercial,85.71,message_block_cost,28.0
672,Baseline,millitary,56.23,message_block_cost,52.8
673,Baseline,private,16.2,message_block_cost,13.2
673,Full,commercial,7.33,message_block_cost,28.0
674,Baseline,private,42.86,message_block_cost,42.0
674,Full,commercial,3.21,message_block_cost,8.8
674,Partial,government,128.57,message_block_cost,126.0
674,Baseline,millitary,171.43,message_block_cost,168.0
675,Baseline,private,219.0,message_block_cost,216.0
675,Partial,private,16.2,message_block_cost,13.2
675,Baseline,government,79.2,message_block_cost,39.6
675,Full,government,11.25,message_block_cost,42.0
675,Partial,millitary,170.67,message_block_cost,168.0
675,Full,millitary,170.67,message_block_cost,17.6
676,Full,commercial,27.73,message_block_cost,28.0
676,Baseline,millitary,55.8,message_block_cost,52.8
677,Baseline,millitary,411.0,message_block_cost,408.0
677,Full,millitary,55.47,message_block_cost,56.0
678,Baseline,commercial,32.4,message_block_cost,26.4
678,Partial,commercial,52.8,message_block_cost,26.4
678,Full,commercial,52.8,message_block_cost,8.8
678,Partial,government,128.0,message_block_cost,126.0
678,Full,government,128.0,message_block_cost,42.0
678,Baseline,millitary,55.47,message_block_cost,52.8
679,Baseline,private,16.2,message_block_cost,13.2
679,Partial,private,55.2,message_block_cost,13.2
680,Partial,private,42.75,message_block_cost,42.0
680,Full,commercial,85.33,message_block_cost,28.0
680,Baseline,government,315.0,message_block_cost,306.0
680,Partial,government,42.17,message_block_cost,39.6
680,Baseline,millitary,171.0,message_block_cost,168.0
680,Partial,millitary,105.6,message_block_cost,52.8
681,Baseline,private,13.95,message_block_cost,13.2
681,Baseline,commercial,516.0,message_block_cost,432.0
681,Full,commercial,28.11,message_block_cost,8.8
681,Baseline,millitary,411.43,message_block_cost,408.0
682,Partial,commercial,32.4,message_block_cost,26.4
682,Baseline,government,41.85,message_block_cost,39.6
682,Partial,government,252.0,message_block_cost,126.0
683,Baseline,commercial,27.73,message_block_cost,26.4
683,Full,government,5.14,message_block_cost,42.0
683,Baseline,millitary,180.0,message_block_cost,168.0
683,Full,millitary,171.43,message_block_cost,56.0
684,Partial,commercial,90.0,message_block_cost,84.0
684,Full,commercial,90.0,message_block_cost,28.0
684,Baseline,government,687.6,message_block_cost,39.6
684,Partial,government,165.6,message_block_cost,39.6
685,Baseline,private,42.75,message_block_cost,42.0
685,Full,private,1.72,message_block_cost,4.4
685,Baseline,millitary,180.0,message_block_cost,168.0
686,Full,private,1.42,message_block_cost,14.0
686,Baseline,commercial,52.8,message_block_cost,26.4
686,Baseline,government,41.85,message_block_cost,39.6
686,Partial,millitary,171.43,message_block_cost,168.0
686,Full,millitary,171.43,message_block_cost,17.6
687,Baseline,private,229.2,message_block_cost,13.2
687,Full,commercial,3.21,message_block_cost,28.0
687,Baseline,government,128.25,message_block_cost,126.0
687,Full,government,128.0,message_block_cost,13.2
687,Full,millitary,55.47,message_block_cost,17.6
688,Baseline,private,258.0,message_block_cost,216.0
688,Baseline,commercial,28.11,message_block_cost,26.4
688,Full,commercial,7.71,message_block_cost,8.8
688,Baseline,government,135.0,message_block_cost,126.0
688,Full,government,4.82,message_block_cost,13.2
688,Baseline,millitary,866.67,message_block_cost,864.0
688,Full,millitary,170.67,message_block_cost,17.6
689,Full,private,1.61,message_block_cost,4.4
689,Baseline,commercial,205.5,message_block_cost,204.0
689,Full,commercial,28.11,message_block_cost,8.8
690,Partial,private,14.06,message_block_cost,13.2
690,Partial,commercial,85.71,message_block_cost,84.0
690,Partial,government,41.6,message_block_cost,39.6
690,Full,government,41.6,message_block_cost,13.2
690,Partial,millitary,220.8,message_block_cost,52.8
691,Partial,government,128.57,message_block_cost,126.0
692,Partial,private,42.86,message_block_cost,42.0
692,Full,commercial,3.42,message_block_cost,28.0
692,Baseline,government,42.17,message_block_cost,39.6
692,Partial,millitary,105.6,message_block_cost,52.8
692,Full,millitary,105.6,message_block_cost,56.0
693,Baseline,commercial,205.71,message_block_cost,204.0
693,Partial,commercial,27.9,message_block_cost,26.4
693,Partial,government,128.25,message_block_cost,126.0
693,Baseline,millitary,576.0,message_block_cost,408.0
694,Partial,private,13.87,message_block_cost,13.2
694,Baseline,commercial,85.33,message_block_cost,84.0
694,Baseline,government,41.6,message_block_cost,39.6
694,Full,millitary,6.86,message_block_cost,56.0
695,Partial,commercial,85.71,message_block_cost,84.0
695,Baseline,government,41.6,message_block_cost,39.6
695,Partial,government,128.57,message_block_cost,126.0
695,Full,government,128.57,message_block_cost,13.2
695,Baseline,millitary,105.6,message_block_cost,52.8
695,Full,millitary,171.43,message_block_cost,56.0
696,Full,private,1.72,message_block_cost,4.4
696,Baseline,commercial,288.0,message_block_cost,84.0
696,Partial,millitary,180.0,message_block_cost,168.0
697,Partial,private,14.06,message_block_cost,13.2
697,Full,private,14.06,message_block_cost,4.4
697,Full,commercial,3.04,message_block_cost,8.8
697,Baseline,government,79.2,message_block_cost,39.6
697,Baseline,millitary,170.67,message_block_cost,168.0
697,Full,millitary,6.1,message_block_cost,17.6
698,Baseline,private,55.2,message_block_cost,42.0
698,Partial,private,42.67,message_block_cost,42.0
698,Full,commercial,3.0,message_block_cost,8.8
698,Full,government,41.6,message_block_cost,42.0
698,Baseline,millitary,460.8,message_block_cost,408.0
699,Full,commercial,3.42,message_block_cost,28.0
699,Baseline,government,954.0,message_block_cost,648.0
699,Baseline,millitary,171.43,message_block_cost,168.0
700,Baseline,commercial,110.4,message_block_cost,26.4
700,Full,government,5.14,message_block_cost,42.0
700,Baseline,millitary,64.8,message_block_cost,52.8
700,Partial,millitary,220.8,message_block_cost,168.0
701,Full,commercial,85.71,message_block_cost,8.8
701,Full,government,42.17,message_block_cost,13.2
702,Partial,private,84.0,message_block_cost,42.0
702,Full,private,84.0,message_block_cost,14.0
702,Partial,commercial,28.11,message_block_cost,26.4
702,Full,commercial,28.11,message_block_cost,28.0
702,Partial,government,128.57,message_block_cost,126.0
703,Full,commercial,3.21,message_block_cost,8.8
703,Baseline,government,41.85,message_block_cost,39.6
703,Full,government,5.14,message_block_cost,13.2
703,Baseline,millitary,410.67,message_block_cost,408.0
703,Partial,millitary,64.8,message_block_cost,52.8
704,Baseline,private,229.2,message_block_cost,13.2
704,Baseline,commercial,458.4,message_block_cost,432.0
704,Partial,commercial,52.8,message_block_cost,26.4
704,Full,government,11.57,message_block_cost,13.2
704,Baseline,millitary,171.0,message_block_cost,168.0
704,Partial,millitary,105.6,message_block_cost,52.8
704,Full,millitary,105.6,message_block_cost,17.6
705,Baseline,private,14.06,message_block_cost,13.2
705,Full,private,42.86,message_block_cost,14.0
705,Partial,commercial,32.4,message_block_cost,26.4
705,Partial,government,41.6,message_block_cost,39.6
705,Full,government,41.6,message_block_cost,42.0
706,Partial,private,14.06,message_block_cost,13.2
706,Full,private,14.06,message_block_cost,4.4
706,Baseline,commercial,210.0,message_block_cost,204.0
706,Partial,government,165.6,message_block_cost,126.0
706,Baseline,millitary,336.0,message_block_cost,168.0
707,Full,private,1.34,message_block_cost,4.4
707,Baseline,commercial,230.4,message_block_cost,204.0
707,Partial,commercial,110.4,message_block_cost,26.4
707,Baseline,millitary,105.6,message_block_cost,52.8
708,Partial,private,13.87,message_block_cost,13.2
708,Partial,commercial,28.11,message_block_cost,26.4
708,Full,commercial,28.11,message_block_cost,28.0
709,Full,private,1.5,message_block_cost,14.0
709,Baseline,commercial,85.71,message_block_cost,84.0
709,Partial,government,41.85,message_block_cost,39.6
709,Baseline,millitary,411.43,message_block_cost,408.0
710,Baseline,private,13.87,message_block_cost,13.2
710,Full,commercial,3.04,message_block_cost,8.8
710,Baseline,millitary,105.6,message_block_cost,52.8
710,Partial,millitary,220.8,message_block_cost,52.8
710,Full,millitary,220.8,message_block_cost,56.0
711,Partial,private,42.75,message_block_cost,42.0
711,Baseline,commercial,28.11,message_block_cost,26.4
711,Baseline,millitary,56.23,message_block_cost,52.8
712,Baseline,private,13.95,message_block_cost,13.2
712,Partial,private,42.86,message_block_cost,42.0
712,Full,private,42.86,message_block_cost,4.4
712,Baseline,commercial,210.0,message_block_cost,204.0
712,Baseline,government,42.17,message_block_cost,39.6
712,Full,government,5.14,message_block_cost,42.0
712,Baseline,millitary,55.8,message_block_cost,52.8
713,Full,private,1.53,message_block_cost,14.0
713,Baseline,commercial,90.0,message_block_cost,84.0
713,Partial,commercial,52.8,message_block_cost,26.4
713,Full,commercial,52.8,message_block_cost,28.0
713,Baseline,millitary,867.43,message_block_cost,864.0
713,Full,millitary,15.43,message_block_cost,17.6
714,Partial,private,42.86,message_block_cost,42.0
714,Baseline,government,48.6,message_block_cost,39.6
714,Baseline,millitary,180.0,message_block_cost,168.0
715,Baseline,private,84.0,message_block_cost,42.0
715,Full,private,45.0,message_block_cost,4.4
715,Full,commercial,2.83,message_block_cost,28.0
716,Full,private,1.72,message_block_cost,4.4
716,Partial,commercial,52.8,message_block_cost,26.4
716,Baseline,millitary,105.6,message_block_cost,52.8
716,Full,millitary,56.23,message_block_cost,56.0
717,Full,private,1.72,message_block_cost,14.0
717,Baseline,commercial,433.33,message_block_cost,432.0
717,Partial,commercial,28.11,message_block_cost,26.4
717,Baseline,government,650.0,message_block_cost,648.0
717,Partial,millitary,64.8,message_block_cost,52.8
718,Baseline,private,105.0,message_block_cost,102.0
718,Baseline,commercial,27.9,message_block_cost,26.4
718,Partial,commercial,27.73,message_block_cost,26.4
718,Baseline,government,432.0,message_block_cost,126.0
718,Partial,government,79.2,message_block_cost,39.6
719,Full,private,1.72,message_block_cost,14.0
719,Partial,commercial,85.71,message_block_cost,84.0
719,Partial,government,41.6,message_block_cost,39.6
720,Baseline,private,229.2,message_block_cost,13.2
720,Partial,private,55.2,message_block_cost,42.0
720,Partial,commercial,85.33,message_block_cost,84.0
720,Full,commercial,85.33,message_block_cost,8.8
720,Baseline,government,954.0,message_block_cost,648.0
720,Partial,government,128.25,message_block_cost,126.0
720,Baseline,millitary,56.23,message_block_cost,52.8
721,Baseline,commercial,516.0,message_block_cost,84.0
721,Partial,commercial,85.5,message_block_cost,84.0
722,Partial,private,42.67,message_block_cost,42.0
722,Baseline,government,128.25,message_block_cost,126.0
723,Baseline,commercial,27.73,message_block_cost,26.4
723,Full,commercial,7.71,message_block_cost,8.8
723,Partial,government,128.57,message_block_cost,126.0
723,Full,government,128.57,message_block_cost,42.0
723,Baseline,millitary,220.8,message_block_cost,52.8
723,Full,millitary,56.23,message_block_cost,17.6
724,Partial,private,42.86,message_block_cost,42.0
724,Partial,commercial,110.4,message_block_cost,26.4
724,Baseline,millitary,336.0,message_block_cost,168.0
724,Full,millitary,6.1,message_block_cost,17.6
725,Full,private,3.75,message_block_cost,4.4
725,Baseline,commercial,110.4,message_block_cost,26.4
725,Partial,government,128.57,message_block_cost,126.0
725,Full,millitary,6.1,message_block_cost,17.6
726,Full,private,1.34,message_block_cost,14.0
726,Baseline,commercial,85.33,message_block_cost,84.0
726,Baseline,government,41.85,message_block_cost,39.6
726,Partial,government,42.17,message_block_cost,39.6
726,Baseline,millitary,411.43,message_block_cost,408.0
726,Partial,millitary,220.8,message_block_cost,52.8
727,Baseline,commercial,85.71,message_block_cost,84.0
727,Baseline,government,128.57,message_block_cost,126.0
727,Baseline,millitary,1272.0,message_block_cost,864.0
727,Full,millitary,56.23,message_block_cost,17.6
728,Baseline,private,13.87,message_block_cost,13.2
728,Full,private,1.53,message_block_cost,14.0
728,Baseline,commercial,168.0,message_block_cost,84.0
728,Partial,commercial,52.8,message_block_cost,26.4
728,Partial,government,128.57,message_block_cost,126.0
728,Partial,millitary,55.8,message_block_cost,52.8
729,Partial,private,84.0,message_block_cost,42.0
729,Partial,commercial,27.73,message_block_cost,26.4
729,Partial,government,128.0,message_block_cost,126.0
729,Baseline,millitary,55.47,message_block_cost,52.8
729,Partial,millitary,171.43,message_block_cost,168.0
730,Partial,private,42.75,message_block_cost,42.0
730,Full,private,42.75,message_block_cost,4.4
730,Baseline,commercial,27.73,message_block_cost,26.4
730,Full,millitary,5.67,message_block_cost,56.0
731,Baseline,private,102.86,message_block_cost,102.0
731,Full,private,1.61,message_block_cost,4.4
731,Baseline,commercial,32.4,message_block_cost,26.4
731,Partial,government,79.2,message_block_cost,39.6
732,Baseline,government,42.17,message_block_cost,39.6
732,Partial,millitary,56.23,message_block_cost,52.8
733,Baseline,private,115.2,message_block_cost,102.0
733,Partial,private,42.86,message_block_cost,42.0
733,Full,private,42.86,message_block_cost,14.0
733,Baseline,commercial,288.0,message_block_cost,204.0
733,Partial,commercial,85.5,message_block_cost,84.0
734,Baseline,private,45.0,message_block_cost,42.0
734,Baseline,commercial,27.73,message_block_cost,26.4
734,Full,millitary,171.43,message_block_cost,17.6
736,Partial,commercial,28.11,message_block_cost,26.4
736,Partial,government,42.17,message_block_cost,39.6
737,Baseline,private,318.0,message_block_cost,216.0
737,Partial,private,13.87,message_block_cost,13.2
737,Baseline,commercial,110.4,message_block_cost,84.0
737,Partial,commercial,85.33,message_block_cost,84.0
737,Full,commercial,85.33,message_block_cost,28.0
737,Baseline,government,657.0,message_block_cost,648.0
737,Partial,government,41.6,message_block_cost,39.6
738,Full,private,1.53,message_block_cost,14.0
738,Partial,government,42.17,message_block_cost,39.6
739,Full,private,1.61,message_block_cost,4.4
739,Partial,commercial,110.4,message_block_cost,84.0
739,Full,millitary,6.86,message_block_cost,56.0
740,Baseline,private,42.86,message_block_cost,42.0
740,Partial,private,14.06,message_block_cost,13.2
740,Full,private,14.06,message_block_cost,4.4
740,Baseline,commercial,85.71,message_block_cost,84.0
740,Baseline,millitary,55.8,message_block_cost,52.8
741,Baseline,private,13.87,message_block_cost,13.2
741,Baseline,commercial,85.5,message_block_cost,84.0
741,Full,commercial,85.71,message_block_cost,8.8
741,Partial,government,79.2,message_block_cost,39.6
741,Partial,millitary,171.43,message_block_cost,168.0
742,Baseline,private,258.0,message_block_cost,42.0
742,Partial,commercial,85.71,message_block_cost,84.0
742,Full,commercial,85.71,message_block_cost,28.0
742,Baseline,government,650.57,message_block_cost,648.0
742,Baseline,millitary,180.0,message_block_cost,168.0
742,Full,millitary,5.34,message_block_cost,17.6
743,Partial,private,26.4,message_block_cost,13.2
