iteration,windtexter,application,total_cost,probability_type,probability_cost
554,Full,millitary,15.43,message_block_cost,56.0
555,Baseline,commercial,85.5,message_block_cost,84.0
555,Partial,commercial,28.11,message_block_cost,26.4
555,Baseline,government,165.6,message_block_cost,39.6
555,Partial,millitary,171.43,message_block_cost,168.0
555,Full,millitary,171.43,message_block_cost,56.0
556,Baseline,commercial,458.4,message_block_cost,432.0
556,Full,commercial,7.33,message_block_cost,8.8
556,Baseline,government,41.85,message_block_cost,39.6
556,Full,government,42.17,message_block_cost,42.0
556,Baseline,millitary,411.0,message_block_cost,408.0
556,Partial,millitary,105.6,message_block_cost,52.8
557,Partial,private,42.86,message_block_cost,42.0
557,Baseline,commercial,110.4,message_block_cost,84.0
557,Partial,millitary,64.8,message_block_cost,52.8
558,Baseline,private,13.87,message_block_cost,13.2
558,Baseline,commercial,230.4,message_block_cost,204.0
558,Baseline,government,252.0,message_block_cost,126.0
558,Partial,government,128.57,message_block_cost,126.0
558,Partial,millitary,55.47,message_block_cost,52.8
559,Baseline,private,42.86,message_block_cost,42.0
559,Baseline,commercial,110.4,message_block_cost,26.4
559,Full,government,4.82,message_block_cost,13.2
559,Baseline,millitary,420.0,message_block_cost,408.0
560,Baseline,private,13.95,message_block_cost,13.2
560,Full,private,3.67,message_block_cost,14.0
560,Partial,commercial,85.5,message_block_cost,84.0
560,Full,millitary,6.1,message_block_cost,17.6
561,Partial,private,55.2,message_block_cost,42.0
561,Partial,commercial,110.4,message_block_cost,26.4
561,Full,commercial,110.4,message_block_cost,8.8
562,Baseline,commercial,32.4,message_block_cost,26.4
562,Partial,commercial,90.0,message_block_cost,84.0
563,Baseline,private,14.06,message_block_cost,13.2
563,Baseline,commercial,288.0,message_block_cost,84.0
563,Baseline,government,128.0,message_block_cost,126.0
563,Full,government,42.17,message_block_cost,42.0
563,Full,millitary,6.86,message_block_cost,56.0
564,Baseline,millitary,180.0,message_block_cost,168.0
564,Full,millitary,6.43,message_block_cost,56.0
565,Baseline,private,14.06,message_block_cost,13.2
565,Partial,commercial,168.0,message_block_cost,84.0
565,Partial,government,252.0,message_block_cost,126.0
565,Baseline,millitary,220.8,message_block_cost,52.8
566,Full,private,1.53,message_block_cost,14.0
566,Baseline,commercial,110.4,message_block_cost,84.0
566,Partial,commercial,28.11,message_block_cost,26.4
566,Full,government,4.25,message_block_cost,13.2
567,Baseline,commercial,110.4,message_block_cost,26.4
567,Baseline,government,308.0,message_block_cost,306.0
567,Full,government,41.85,message_block_cost,42.0
568,Baseline,private,115.2,message_block_cost,13.2
568,Baseline,commercial,205.71,message_block_cost,204.0
568,Full,commercial,3.42,message_block_cost,28.0
568,Baseline,government,165.6,message_block_cost,39.6
569,Partial,government,42.17,message_block_cost,39.6
569,Full,government,42.17,message_block_cost,13.2
570,Baseline,commercial,28.11,message_block_cost,26.4
570,Partial,commercial,27.73,message_block_cost,26.4
570,Full,millitary,5.67,message_block_cost,17.6
571,Full,private,1.42,message_block_cost,4.4
571,Baseline,millitary,460.8,message_block_cost,408.0
572,Baseline,private,144.0,message_block_cost,42.0
572,Partial,private,55.2,message_block_cost,13.2
572,Baseline,government,345.6,message_block_cost,39.6
572,Full,government,4.57,message_block_cost,42.0
572,Baseline,millitary,180.0,message_block_cost,168.0
572,Full,millitary,6.86,message_block_cost,56.0
573,Partial,private,13.95,message_block_cost,13.2
573,Full,private,13.95,message_block_cost,4.4
573,Partial,government,165.6,message_block_cost,126.0
573,Full,government,165.6,message_block_cost,13.2
573,Baseline,millitary,220.8,message_block_cost,168.0
573,Partial,millitary,220.8,message_block_cost,168.0
574,Baseline,private,16.2,message_block_cost,13.2
574,Full,private,1.72,message_block_cost,4.4
574,Baseline,government,48.6,message_block_cost,39.6
574,Partial,government,165.6,message_block_cost,39.6
574,Baseline,millitary,171.43,message_block_cost,168.0
575,Baseline,private,102.75,message_block_cost,102.0
575,Partial,private,42.67,message_block_cost,42.0
575,Full,commercial,27.9,message_block_cost,8.8
575,Baseline,government,165.6,message_block_cost,39.6
575,Full,millitary,171.43,message_block_cost,17.6
576,Partial,commercial,85.71,message_block_cost,84.0
576,Baseline,millitary,220.8,message_block_cost,168.0
576,Full,millitary,6.86,message_block_cost,56.0
577,Partial,private,26.4,message_block_cost,13.2
577,Full,private,26.4,message_block_cost,14.0
577,Full,government,4.57,message_block_cost,13.2
577,Full,millitary,170.67,message_block_cost,17.6
578,Baseline,private,16.2,message_block_cost,13.2
578,Partial,private,26.4,message_block_cost,13.2
578,Partial,millitary,170.67,message_block_cost,168.0
579,Partial,private,13.87,message_block_cost,13.2
579,Partial,millitary,171.43,message_block_cost,168.0
580,Baseline,commercial,90.0,message_block_cost,84.0
580,Partial,commercial,85.71,message_block_cost,84.0
580,Baseline,government,128.57,message_block_cost,126.0
580,Baseline,millitary,420.0,message_block_cost,408.0
581,Baseline,commercial,32.4,message_block_cost,26.4
581,Full,commercial,27.9,message_block_cost,28.0
581,Baseline,government,657.0,message_block_cost,648.0
581,Baseline,millitary,105.6,message_block_cost,52.8
582,Full,private,1.42,message_block_cost,14.0
582,Baseline,commercial,90.0,message_block_cost,84.0
582,Partial,commercial,85.33,message_block_cost,84.0
583,Baseline,private,14.06,message_block_cost,13.2
583,Baseline,commercial,85.71,message_block_cost,84.0
583,Baseline,government,135.0,message_block_cost,126.0
583,Partial,millitary,220.8,message_block_cost,168.0
583,Full,millitary,220.8,message_block_cost,17.6
584,Baseline,private,144.0,message_block_cost,42.0
584,Partial,commercial,110.4,message_block_cost,26.4
584,Baseline,government,128.0,message_block_cost,126.0
584,Baseline,millitary,64.8,message_block_cost,52.8
584,Partial,millitary,220.8,message_block_cost,52.8
585,Full,private,14.06,message_block_cost,14.0
585,Baseline,government,1296.0,message_block_cost,648.0
585,Baseline,millitary,420.0,message_block_cost,408.0
585,Full,millitary,14.67,message_block_cost,17.6
586,Partial,private,55.2,message_block_cost,13.2
586,Full,private,55.2,message_block_cost,4.4
586,Baseline,commercial,110.4,message_block_cost,84.0
586,Baseline,millitary,460.8,message_block_cost,408.0
587,Baseline,private,13.87,message_block_cost,13.2
587,Partial,private,26.4,message_block_cost,13.2
587,Partial,government,128.57,message_block_cost,126.0
587,Full,government,128.57,message_block_cost,13.2
587,Baseline,millitary,576.0,message_block_cost,168.0
588,Full,private,1.42,message_block_cost,14.0
588,Baseline,commercial,288.0,message_block_cost,204.0
588,Full,commercial,28.11,message_block_cost,8.8
588,Baseline,government,345.6,message_block_cost,306.0
588,Partial,government,128.25,message_block_cost,126.0
588,Partial,millitary,336.0,message_block_cost,168.0
588,Full,millitary,336.0,message_block_cost,56.0
590,Baseline,private,219.0,message_block_cost,216.0
590,Partial,private,13.87,message_block_cost,13.2
590,Baseline,commercial,210.0,message_block_cost,204.0
590,Baseline,government,79.2,message_block_cost,39.6
590,Full,government,42.17,message_block_cost,42.0
590,Partial,millitary,64.8,message_block_cost,52.8
591,Partial,private,42.86,message_block_cost,42.0
591,Baseline,government,650.57,message_block_cost,648.0
591,Baseline,millitary,55.8,message_block_cost,52.8
591,Full,millitary,6.43,message_block_cost,56.0
592,Partial,private,13.87,message_block_cost,13.2
592,Baseline,government,315.0,message_block_cost,306.0
592,Full,government,4.82,message_block_cost,13.2
592,Baseline,millitary,64.8,message_block_cost,52.8
593,Full,private,42.67,message_block_cost,4.4
593,Baseline,government,315.0,message_block_cost,306.0
593,Baseline,millitary,1272.0,message_block_cost,408.0
594,Baseline,private,55.2,message_block_cost,42.0
594,Baseline,commercial,90.0,message_block_cost,84.0
594,Partial,government,128.25,message_block_cost,126.0
594,Baseline,millitary,460.8,message_block_cost,52.8
594,Partial,millitary,336.0,message_block_cost,168.0
594,Full,millitary,336.0,message_block_cost,17.6
595,Partial,private,14.06,message_block_cost,13.2
595,Partial,government,128.57,message_block_cost,126.0
595,Baseline,millitary,105.6,message_block_cost,52.8
595,Full,millitary,6.86,message_block_cost,56.0
596,Baseline,private,42.75,message_block_cost,42.0
596,Partial,private,42.67,message_block_cost,42.0
596,Full,private,42.67,message_block_cost,4.4
596,Baseline,commercial,110.4,message_block_cost,84.0
596,Full,commercial,28.11,message_block_cost,8.8
596,Baseline,government,687.6,message_block_cost,648.0
596,Full,government,5.14,message_block_cost,42.0
596,Baseline,millitary,171.43,message_block_cost,168.0
597,Baseline,private,13.95,message_block_cost,13.2
597,Partial,commercial,28.11,message_block_cost,26.4
597,Full,commercial,28.11,message_block_cost,8.8
597,Baseline,government,128.57,message_block_cost,126.0
597,Partial,government,165.6,message_block_cost,126.0
597,Baseline,millitary,411.43,message_block_cost,408.0
598,Partial,commercial,85.5,message_block_cost,84.0
598,Partial,government,128.57,message_block_cost,126.0
598,Partial,millitary,56.23,message_block_cost,52.8
599,Baseline,commercial,90.0,message_block_cost,84.0
599,Partial,commercial,28.11,message_block_cost,26.4
599,Baseline,government,48.6,message_block_cost,39.6
599,Baseline,millitary,105.6,message_block_cost,52.8
600,Partial,private,55.2,message_block_cost,42.0
600,Baseline,commercial,28.11,message_block_cost,26.4
600,Partial,government,41.85,message_block_cost,39.6
600,Partial,millitary,220.8,message_block_cost,168.0
601,Baseline,commercial,32.4,message_block_cost,26.4
601,Baseline,government,128.0,message_block_cost,126.0
601,Full,government,4.57,message_block_cost,13.2
601,Full,millitary,6.86,message_block_cost,17.6
602,Baseline,private,16.2,message_block_cost,13.2
602,Partial,commercial,52.8,message_block_cost,26.4
602,Full,government,41.6,message_block_cost,42.0
602,Baseline,millitary,64.8,message_block_cost,52.8
603,Full,private,1.34,message_block_cost,4.4
603,Partial,commercial,27.9,message_block_cost,26.4
603,Full,commercial,27.9,message_block_cost,28.0
603,Baseline,millitary,171.0,message_block_cost,168.0
603,Full,millitary,171.43,message_block_cost,17.6
604,Baseline,private,84.0,message_block_cost,42.0
604,Full,private,3.86,message_block_cost,4.4
604,Baseline,commercial,85.33,message_block_cost,84.0
604,Full,commercial,2.83,message_block_cost,28.0
604,Full,millitary,171.43,message_block_cost,17.6
605,Full,private,1.72,message_block_cost,14.0
605,Full,commercial,90.0,message_block_cost,28.0
605,Full,millitary,6.1,message_block_cost,17.6
606,Full,private,1.72,message_block_cost,14.0
606,Partial,commercial,52.8,message_block_cost,26.4
606,Baseline,government,345.6,message_block_cost,39.6
606,Partial,government,165.6,message_block_cost,126.0
607,Full,private,1.61,message_block_cost,4.4
607,Baseline,commercial,110.4,message_block_cost,26.4
607,Full,commercial,3.04,message_block_cost,28.0
607,Full,government,4.57,message_block_cost,13.2
607,Full,millitary,15.43,message_block_cost,56.0
608,Full,millitary,6.43,message_block_cost,56.0
609,Full,private,1.61,message_block_cost,14.0
609,Baseline,commercial,110.4,message_block_cost,84.0
609,Partial,millitary,171.43,message_block_cost,168.0
610,Full,private,13.95,message_block_cost,14.0
610,Baseline,government,128.0,message_block_cost,126.0
610,Baseline,millitary,64.8,message_block_cost,52.8
610,Partial,millitary,64.8,message_block_cost,52.8
611,Partial,private,13.95,message_block_cost,13.2
611,Full,private,13.95,message_block_cost,14.0
611,Baseline,commercial,27.9,message_block_cost,26.4
611,Partial,commercial,85.71,message_block_cost,84.0
611,Partial,government,42.17,message_block_cost,39.6
611,Partial,millitary,171.43,message_block_cost,168.0
611,Full,millitary,171.43,message_block_cost,56.0
612,Baseline,commercial,168.0,message_block_cost,84.0
612,Full,commercial,3.04,message_block_cost,8.8
612,Baseline,government,48.6,message_block_cost,39.6
612,Baseline,millitary,460.8,message_block_cost,408.0
613,Baseline,private,14.06,message_block_cost,13.2
613,Partial,private,14.06,message_block_cost,13.2
613,Full,private,14.06,message_block_cost,14.0
613,Baseline,commercial,28.11,message_block_cost,26.4
613,Baseline,government,315.0,message_block_cost,306.0
613,Full,government,4.25,message_block_cost,13.2
613,Partial,millitary,55.8,message_block_cost,52.8
614,Full,private,42.75,message_block_cost,4.4
614,Partial,commercial,27.9,message_block_cost,26.4
614,Full,government,128.0,message_block_cost,42.0
614,Baseline,millitary,171.0,message_block_cost,168.0
614,Full,millitary,5.67,message_block_cost,56.0
615,Partial,private,55.2,message_block_cost,13.2
615,Full,private,55.2,message_block_cost,4.4
615,Partial,commercial,27.9,message_block_cost,26.4
615,Full,commercial,27.9,message_block_cost,28.0
615,Partial,government,79.2,message_block_cost,39.6
615,Baseline,millitary,105.6,message_block_cost,52.8
616,Partial,private,13.87,message_block_cost,13.2
616,Baseline,commercial,32.4,message_block_cost,26.4
616,Partial,government,128.0,message_block_cost,126.0
616,Baseline,millitary,55.8,message_block_cost,52.8
616,Partial,millitary,336.0,message_block_cost,168.0
616,Full,millitary,336.0,message_block_cost,56.0
617,Partial,private,14.06,message_block_cost,13.2
617,Full,private,14.06,message_block_cost,4.4
617,Baseline,commercial,52.8,message_block_cost,26.4
617,Baseline,government,165.6,message_block_cost,126.0
617,Baseline,millitary,170.67,message_block_cost,168.0
618,Partial,private,42.86,message_block_cost,42.0
618,Baseline,commercial,32.4,message_block_cost,26.4
618,Full,commercial,7.33,message_block_cost,8.8
618,Baseline,government,42.17,message_block_cost,39.6
618,Partial,millitary,171.43,message_block_cost,168.0
619,Partial,private,14.06,message_block_cost,13.2
619,Partial,commercial,28.11,message_block_cost,26.4
620,Baseline,private,42.75,message_block_cost,42.0
620,Full,private,1.53,message_block_cost,4.4
620,Partial,commercial,27.9,message_block_cost,26.4
620,Full,government,4.0,message_block_cost,42.0
620,Partial,millitary,170.67,message_block_cost,168.0
621,Partial,private,14.06,message_block_cost,13.2
621,Baseline,commercial,205.33,message_block_cost,204.0
621,Partial,commercial,85.5,message_block_cost,84.0
621,Baseline,government,612.0,message_block_cost,306.0
622,Full,commercial,3.04,message_block_cost,8.8
622,Partial,government,42.17,message_block_cost,39.6
622,Baseline,millitary,336.0,message_block_cost,168.0
623,Baseline,commercial,288.0,message_block_cost,84.0
623,Full,commercial,2.66,message_block_cost,8.8
623,Baseline,government,165.6,message_block_cost,126.0
623,Partial,government,41.6,message_block_cost,39.6
624,Baseline,private,16.2,message_block_cost,13.2
624,Full,private,1.72,message_block_cost,4.4
625,Baseline,private,102.67,message_block_cost,102.0
625,Partial,private,13.95,message_block_cost,13.2
625,Full,private,13.95,message_block_cost,4.4
625,Partial,commercial,28.11,message_block_cost,26.4
625,Baseline,government,41.6,message_block_cost,39.6
625,Full,millitary,6.0,message_block_cost,56.0
626,Full,private,1.53,message_block_cost,14.0
626,Full,commercial,28.11,message_block_cost,28.0
626,Baseline,government,41.6,message_block_cost,39.6
627,Partial,private,26.4,message_block_cost,13.2
627,Full,private,26.4,message_block_cost,14.0
627,Full,commercial,3.21,message_block_cost,28.0
627,Partial,government,42.17,message_block_cost,39.6
627,Baseline,millitary,410.67,message_block_cost,408.0
627,Full,millitary,6.86,message_block_cost,56.0
628,Partial,private,55.2,message_block_cost,13.2
628,Baseline,government,48.6,message_block_cost,39.6
628,Full,government,128.57,message_block_cost,42.0
628,Partial,millitary,336.0,message_block_cost,168.0
629,Baseline,private,216.67,message_block_cost,216.0
629,Partial,commercial,85.71,message_block_cost,84.0
629,Baseline,millitary,867.43,message_block_cost,864.0
629,Full,millitary,5.67,message_block_cost,17.6
630,Partial,commercial,85.71,message_block_cost,84.0
630,Baseline,government,128.57,message_block_cost,126.0
630,Partial,millitary,336.0,message_block_cost,168.0
630,Full,millitary,336.0,message_block_cost,56.0
631,Baseline,private,16.2,message_block_cost,13.2
631,Full,private,1.72,message_block_cost,14.0
631,Partial,commercial,110.4,message_block_cost,26.4
631,Partial,government,128.0,message_block_cost,126.0
631,Full,government,128.0,message_block_cost,42.0
631,Baseline,millitary,105.6,message_block_cost,52.8
632,Baseline,private,144.0,message_block_cost,42.0
632,Partial,commercial,32.4,message_block_cost,26.4
633,Baseline,private,55.2,message_block_cost,13.2
633,Partial,private,55.2,message_block_cost,42.0
633,Full,private,55.2,message_block_cost,14.0
633,Partial,commercial,85.71,message_block_cost,84.0
634,Baseline,commercial,32.4,message_block_cost,26.4
634,Partial,commercial,27.9,message_block_cost,26.4
636,Baseline,commercial,110.4,message_block_cost,84.0
636,Full,commercial,2.83,message_block_cost,8.8
636,Full,government,4.57,message_block_cost,13.2
636,Baseline,millitary,171.43,message_block_cost,168.0
636,Partial,millitary,55.8,message_block_cost,52.8
637,Partial,private,13.87,message_block_cost,13.2
637,Baseline,commercial,90.0,message_block_cost,84.0
637,Baseline,government,315.0,message_block_cost,306.0
638,Full,private,1.61,message_block_cost,14.0
638,Partial,commercial,27.73,message_block_cost,26.4
638,Full,commercial,27.73,message_block_cost,28.0
638,Full,government,4.57,message_block_cost,42.0
639,Baseline,private,102.86,message_block_cost,102.0
639,Full,private,42.67,message_block_cost,4.4
639,Baseline,commercial,85.71,message_block_cost,84.0
639,Partial,commercial,28.11,message_block_cost,26.4
639,Full,commercial,28.11,message_block_cost,28.0
639,Baseline,government,308.57,message_block_cost,306.0
639,Full,millitary,170.67,message_block_cost,56.0
640,Baseline,commercial,52.8,message_block_cost,26.4
640,Baseline,millitary,171.43,message_block_cost,168.0
640,Full,millitary,171.0,message_block_cost,17.6
641,Baseline,private,144.0,message_block_cost,102.0
641,Partial,private,55.2,message_block_cost,13.2
641,Baseline,commercial,27.73,message_block_cost,26.4
641,Partial,commercial,85.5,message_block_cost,84.0
641,Baseline,government,308.57,message_block_cost,306.0
641,Partial,government,79.2,message_block_cost,39.6
641,Full,government,79.2,message_block_cost,13.2
641,Baseline,millitary,55.8,message_block_cost,52.8
641,Partial,millitary,220.8,message_block_cost,168.0
642,Baseline,private,16.2,message_block_cost,13.2
642,Full,private,14.06,message_block_cost,14.0
643,Partial,private,13.95,message_block_cost,13.2
643,Baseline,government,687.6,message_block_cost,39.6
643,Partial,government,128.57,message_block_cost,126.0
643,Baseline,millitary,105.6,message_block_cost,52.8
644,Baseline,private,102.75,message_block_cost,102.0
644,Baseline,commercial,110.4,message_block_cost,84.0
644,Full,commercial,3.42,message_block_cost,8.8
645,Full,private,1.53,message_block_cost,4.4
645,Full,commercial,3.42,message_block_cost,28.0
645,Baseline,government,41.85,message_block_cost,39.6
645,Baseline,millitary,866.67,message_block_cost,864.0
646,Full,private,1.42,message_block_cost,14.0
646,Partial,commercial,110.4,message_block_cost,26.4
646,Baseline,government,657.0,message_block_cost,648.0
646,Baseline,millitary,64.8,message_block_cost,52.8
647,Baseline,private,13.87,message_block_cost,13.2
647,Full,government,5.14,message_block_cost,42.0
647,Full,millitary,6.86,message_block_cost,17.6
648,Baseline,private,13.95,message_block_cost,13.2
648,Partial,commercial,110.4,message_block_cost,84.0
648,Baseline,millitary,411.43,message_block_cost,408.0
649,Baseline,private,42.86,message_block_cost,42.0
649,Full,private,42.86,message_block_cost,4.4
649,Partial,commercial,28.11,message_block_cost,26.4
649,Partial,government,79.2,message_block_cost,39.6
649,Baseline,millitary,55.47,message_block_cost,52.8
649,Partial,millitary,64.8,message_block_cost,52.8
649,Full,millitary,64.8,message_block_cost,56.0
650,Partial,commercial,85.71,message_block_cost,84.0
650,Baseline,government,774.0,message_block_cost,126.0
650,Partial,millitary,55.8,message_block_cost,52.8
651,Partial,private,14.06,message_block_cost,13.2
651,Baseline,commercial,28.11,message_block_cost,26.4
651,Baseline,government,41.85,message_block_cost,39.6
651,Partial,millitary,56.23,message_block_cost,52.8
652,Baseline,private,102.67,message_block_cost,102.0
652,Baseline,government,315.0,message_block_cost,306.0
652,Partial,government,128.25,message_block_cost,126.0
652,Full,millitary,171.43,message_block_cost,56.0
653,Partial,private,26.4,message_block_cost,13.2
653,Full,private,26.4,message_block_cost,14.0
653,Baseline,commercial,458.4,message_block_cost,432.0
653,Partial,millitary,171.0,message_block_cost,168.0
653,Full,millitary,171.0,message_block_cost,17.6
654,Baseline,private,115.2,message_block_cost,13.2
654,Full,commercial,3.21,message_block_cost,28.0
654,Baseline,government,42.17,message_block_cost,39.6
654,Full,government,4.82,message_block_cost,42.0
654,Partial,millitary,105.6,message_block_cost,52.8
655,Partial,commercial,27.73,message_block_cost,26.4
655,Baseline,government,128.0,message_block_cost,126.0
655,Baseline,millitary,220.8,message_block_cost,168.0
656,Partial,private,42.67,message_block_cost,42.0
656,Partial,government,79.2,message_block_cost,39.6
656,Baseline,millitary,420.0,message_block_cost,408.0
656,Partial,millitary,55.47,message_block_cost,52.8
657,Baseline,commercial,52.8,message_block_cost,26.4
657,Partial,commercial,28.11,message_block_cost,26.4
658,Partial,commercial,110.4,message_block_cost,26.4
658,Partial,millitary,220.8,message_block_cost,168.0
658,Full,millitary,220.8,message_block_cost,56.0
659,Full,private,1.61,message_block_cost,14.0
659,Partial,commercial,168.0,message_block_cost,84.0
659,Full,commercial,168.0,message_block_cost,28.0
659,Baseline,millitary,56.23,message_block_cost,52.8
659,Partial,millitary,171.43,message_block_cost,168.0
660,Partial,private,84.0,message_block_cost,42.0
660,Full,private,84.0,message_block_cost,4.4
660,Baseline,commercial,52.8,message_block_cost,26.4
660,Partial,commercial,27.73,message_block_cost,26.4
660,Full,commercial,27.73,message_block_cost,28.0
660,Baseline,millitary,171.0,message_block_cost,168.0
660,Full,millitary,55.47,message_block_cost,56.0
661,Baseline,private,115.2,message_block_cost,13.2
661,Full,private,1.53,message_block_cost,14.0
661,Partial,commercial,85.71,message_block_cost,84.0
661,Baseline,government,315.0,message_block_cost,306.0
661,Partial,government,42.17,message_block_cost,39.6
661,Partial,millitary,56.23,message_block_cost,52.8
662,Baseline,private,14.06,message_block_cost,13.2
662,Partial,commercial,52.8,message_block_cost,26.4
662,Baseline,government,41.85,message_block_cost,39.6
662,Baseline,millitary,336.0,message_block_cost,168.0
663,Partial,commercial,28.11,message_block_cost,26.4
663,Baseline,government,41.6,message_block_cost,39.6
664,Baseline,private,45.0,message_block_cost,42.0
664,Partial,private,42.86,message_block_cost,42.0
664,Baseline,government,650.0,message_block_cost,648.0
664,Partial,millitary,220.8,message_block_cost,168.0
664,Full,millitary,220.8,message_block_cost,56.0
665,Baseline,commercial,32.4,message_block_cost,26.4
665,Partial,commercial,28.11,message_block_cost,26.4
665,Full,commercial,28.11,message_block_cost,8.8
665,Baseline,government,315.0,message_block_cost,306.0
666,Baseline,private,16.2,message_block_cost,13.2
666,Baseline,commercial,168.0,message_block_cost,84.0
666,Full,millitary,56.23,message_block_cost,17.6
667,Baseline,private,105.0,message_block_cost,102.0
667,Partial,commercial,28.11,message_block_cost,26.4
667,Full,millitary,6.43,message_block_cost,17.6
668,Baseline,private,13.95,message_block_cost,13.2
668,Partial,private,14.06,message_block_cost,13.2
668,Partial,government,41.85,message_block_cost,39.6
668,Full,government,41.85,message_block_cost,42.0
668,Baseline,millitary,867.0,message_block_cost,864.0
669,Baseline,private,13.95,message_block_cost,13.2
669,Full,private,1.72,message_block_cost,14.0
669,Baseline,commercial,32.4,message_block_cost,26.4
669,Baseline,government,345.6,message_block_cost,306.0
669,Partial,government,252.0,message_block_cost,126.0
669,Baseline,millitary,220.8,message_block_cost,168.0
670,Baseline,private,42.67,message_block_cost,42.0
670,Full,private,1.72,message_block_cost,14.0
670,Baseline,government,42.17,message_block_cost,39.6
670,Partial,millitary,56.23,message_block_cost,52.8
670,Full,millitary,56.23,message_block_cost,56.0
671,Baseline,government,687.6,message_block_cost,648.0
671,Partial,government,128.25,message_block_cost,126.0
671,Partial,millitary,55.8,message_block_cost,52.8
671,Full,millitary,55.8,message_block_cost,56.0
672,Partial,private,13.87,message_block_cost,13.2
672,Partial,government,41.6,message_block_cost,39.6
672,Baseline,millitary,171.0,message_block_cost,168.0
672,Full,millitary,6.43,message_block_cost,56.0
673,Full,commercial,3.21,message_block_cost,28.0
674,Baseline,private,45.0,message_block_cost,42.0
674,Partial,government,41.85,message_block_cost,39.6
674,Full,government,41.85,message_block_cost,13.2
674,Partial,millitary,171.43,message_block_cost,168.0
675,Partial,private,26.4,message_block_cost,13.2
675,Full,private,26.4,message_block_cost,4.4
675,Baseline,commercial,27.73,message_block_cost,26.4
675,Full,commercial,3.0,message_block_cost,8.8
675,Baseline,government,135.0,message_block_cost,126.0
675,Partial,government,128.57,message_block_cost,126.0
676,Baseline,private,13.95,message_block_cost,13.2
676,Full,private,13.95,message_block_cost,14.0
676,Partial,commercial,27.9,message_block_cost,26.4
676,Full,commercial,27.9,message_block_cost,28.0
676,Full,millitary,171.43,message_block_cost,17.6
677,Baseline,private,16.2,message_block_cost,13.2
677,Full,private,1.53,message_block_cost,4.4
677,Baseline,government,650.0,message_block_cost,648.0
677,Full,government,4.25,message_block_cost,13.2
678,Full,private,1.5,message_block_cost,14.0
678,Full,commercial,28.11,message_block_cost,28.0
678,Baseline,government,41.6,message_block_cost,39.6
678,Baseline,millitary,220.8,message_block_cost,168.0
678,Full,millitary,6.1,message_block_cost,56.0
679,Baseline,private,42.75,message_block_cost,42.0
679,Baseline,commercial,32.4,message_block_cost,26.4
680,Baseline,private,42.67,message_block_cost,42.0
680,Baseline,commercial,110.4,message_block_cost,26.4
680,Baseline,millitary,916.8,message_block_cost,864.0
680,Partial,millitary,55.8,message_block_cost,52.8
680,Full,millitary,55.8,message_block_cost,17.6
681,Baseline,private,102.67,message_block_cost,102.0
681,Partial,private,13.87,message_block_cost,13.2
681,Partial,commercial,168.0,message_block_cost,84.0
681,Full,commercial,168.0,message_block_cost,28.0
682,Baseline,private,13.95,message_block_cost,13.2
682,Full,private,1.72,message_block_cost,4.4
682,Full,commercial,3.21,message_block_cost,8.8
682,Baseline,millitary,64.8,message_block_cost,52.8
683,Partial,commercial,28.11,message_block_cost,26.4
683,Full,government,41.6,message_block_cost,42.0
683,Baseline,millitary,460.8,message_block_cost,52.8
684,Full,private,42.86,message_block_cost,4.4
684,Baseline,commercial,27.9,message_block_cost,26.4
684,Baseline,government,308.57,message_block_cost,306.0
685,Baseline,private,105.0,message_block_cost,102.0
685,Partial,private,84.0,message_block_cost,42.0
685,Full,commercial,90.0,message_block_cost,28.0
686,Baseline,private,216.75,message_block_cost,216.0
686,Full,private,3.86,message_block_cost,14.0
686,Baseline,commercial,85.71,message_block_cost,84.0
687,Baseline,private,102.75,message_block_cost,102.0
687,Partial,private,14.06,message_block_cost,13.2
687,Partial,commercial,85.5,message_block_cost,84.0
688,Full,private,1.72,message_block_cost,14.0
688,Baseline,commercial,433.33,message_block_cost,432.0
688,Baseline,government,128.0,message_block_cost,126.0
688,Baseline,millitary,460.8,message_block_cost,408.0
689,Baseline,commercial,288.0,message_block_cost,204.0
689,Partial,commercial,85.71,message_block_cost,84.0
689,Baseline,government,165.6,message_block_cost,39.6
689,Full,government,128.57,message_block_cost,42.0
689,Baseline,millitary,410.67,message_block_cost,408.0
690,Baseline,private,45.0,message_block_cost,42.0
690,Partial,private,14.06,message_block_cost,13.2
690,Baseline,commercial,52.8,message_block_cost,26.4
690,Baseline,government,79.2,message_block_cost,39.6
690,Partial,government,42.17,message_block_cost,39.6
690,Baseline,millitary,64.8,message_block_cost,52.8
691,Full,private,1.53,message_block_cost,14.0
691,Partial,commercial,85.71,message_block_cost,84.0
691,Full,government,11.25,message_block_cost,42.0
692,Partial,private,14.06,message_block_cost,13.2
692,Baseline,millitary,220.8,message_block_cost,168.0
693,Baseline,private,144.0,message_block_cost,102.0
693,Partial,private,14.06,message_block_cost,13.2
693,Partial,commercial,85.5,message_block_cost,84.0
693,Full,commercial,85.5,message_block_cost,28.0
693,Baseline,government,774.0,message_block_cost,126.0
693,Partial,government,128.57,message_block_cost,126.0
693,Full,government,128.57,message_block_cost,42.0
693,Baseline,millitary,336.0,message_block_cost,168.0
693,Partial,millitary,171.43,message_block_cost,168.0
694,Partial,private,14.06,message_block_cost,13.2
694,Baseline,government,650.25,message_block_cost,648.0
694,Full,government,41.6,message_block_cost,13.2
694,Baseline,millitary,411.43,message_block_cost,408.0
